,Product Name,Product Price,Product Favorite,Product Rating,Product Rating Count,Product URL,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Bağlantılar,Klavye,Garanti Süresi,HDMI
57,LENOVO,27.899 TL,330 kişi,4.6,5.0,https://www.trendyol.com/lenovo/ideapad-gaming-3-amd-ryzen-7-7735hs-16gb-ram-512gb-ssd-rtx4050-freedos-15-6-fhd-dizustu-bilgisayar-p-740599074,AMD Ryzen 7,16 GB,500 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,AMD Ryzen 7 5800HS,10,7. Nesil,Yok,USB,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
58,ASUS,29.250 TL,,5.0,1.0,https://www.trendyol.com/asus/vivobook-15-x1502za34-ej1815a34-intel-core-i7-12700h-24gb-1tb-ssd-windows-11-pro-15-6-fhd-p-828018241,Intel Core i7,24 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
59,HP,22.999 TL,774 kişi,5.0,2.0,https://www.trendyol.com/hp/15-fd0013nt-88t57ea-13-nesil-intel-i7-1355u-16gb-ram-512gb-ssd-15-6-inc-fhd-freedos-p-760413584,Intel Core i7,16 GB,512 GB,Free Dos,HP Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1355U,10,13. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
60,Apple,79.550 TL,2217 kişi,5.0,42.0,https://www.trendyol.com/apple/macbook-pro-16-m2-pro-16gb-512gb-ssd-space-gray-laptop-apple-turkiye-garantili-mnw83tu-a-p-637235152,Apple M2,16 GB,512 GB,Mac Os,Apple Türkiye Garantili,Dahili Ekran Kartı,16 inç,Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
61,LENOVO,19.799 TL,,5.0,1.0,https://www.trendyol.com/lenovo/nb-v15-82tt00qmtx-i7-1255u-16gb-512ssd-o-b-15-6-dos-p-827566530,Intel Core i7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel XE Graphics,"15,6 inç",Ev - Okul,Harici,4 GB ve altı,4800HS,10,5. Nesil,Yok,USB,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
62,Huawei,17.859 TL,1172 kişi,4.0,8.0,https://www.trendyol.com/huawei/matebook-d16-12-nesil-core-i5-12450h-8gb-512gb-ssd-16inc-w11-p-799960375,Intel Core i5,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,16 inç,Ev - Okul,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
63,Apple,"131.999,98 TL",224 kişi,5.0,2.0,https://www.trendyol.com/apple/macbook-pro-m3-14-gumus-36gb-1tb-ssd-mrx83tu-a-p-777662383,Apple M3,36 GB,1 TB,Mac Os,Apple Türkiye Garantili,M3,14 inç,Ofis - İş,Dahili,Paylaşımlı,M3 Pro,14,3. Nesil,Yok,USB-C,Q Türkçe (Aydınlatmalı),2 Yıl,
64,ASUS,"18.999,90 TL",290 kişi,5.0,2.0,https://www.trendyol.com/asus/vivobook-pro-15-m6500qf-hn019w-r5-5-5600h-8gb-512gb-w11-home-15-6-fhd-p-779016428,AMD Ryzen 5,8 GB,512 GB,Windows,Asus Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Ofis - İş,Harici,4 GB ve altı,5600H,6,Ryzen 5000 Serisi,Yok,Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
65,CASPER,35.999 TL,10.6B kişi,4.5,221.0,https://www.trendyol.com/casper/excalibur-g870-1245-dfb0x-b-i5-12450h-32gb-ram-1tb-nvme-ssd-gen4-8gb-rtx4060-dos-gaming-laptop-p-672152985,Intel Core i5,32 GB,1 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12450H,8,12. Nesil,Yok,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
66,ASUS,13.975 TL,340 kişi,4.7,7.0,https://www.trendyol.com/asus/notebook-laptop-f1502za-ej1527-fhd-i5-1235u-islemci-8-gb-ram-512-ssd-share-wo-os-p-792399710,Intel Core i5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
67,ASUS,10.685 TL,179 kişi,5.0,2.0,https://www.trendyol.com/asus/e1504fa-nj115-vivobook-go-15-ryzen-5-7520u-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-bilgisayar-p-773519238,AMD Ryzen 5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,7520U,4,7. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
68,MSI,35.165 TL,1163 kişi,4.5,19.0,https://www.trendyol.com/msi/katana-17-b12vfk-1031xtr-i5-12450h-16gb-ddr5-512gb-ssd-8gb-rtx4060-gddr6-17-3-fhd-144hz-freedos-p-789686494,Intel Core i5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,12450H,8,12. Nesil,Yok,HDMI - USB,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
69,LENOVO,17.400 TL,224 kişi,4.5,2.0,https://www.trendyol.com/lenovo/ideapad-1-15alc7-amd-ryzen-7-5700u-16-gb-1-tbssd-15-6-fhd-windows-10-home-82r4006etrar26-p-772598109,AMD Ryzen 7,16 GB,1 TB,Windows,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,5700U,16,Ryzen 5000 Serisi,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
70,Huawei,18.099 TL,2502 kişi,4.4,43.0,https://www.trendyol.com/huawei/matebook-d16-8gb-ram-i5-12450h-laptop-512gb-intel-core-12th-gen-p-331538976,Intel Core i5,8 GB,512 GB,Windows,Huawei Türkiye Garantili,Intel Graphics,16 inç,Ev - Okul,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
71,ACER,14.699 TL,9198 kişi,4.6,352.0,https://www.trendyol.com/acer/swift-3-sf314-511-evo-i5-1135g7-8gb-512gb-ssd-14-w11-fhd-laptop-acer-turkiye-garantili-p-304198382,Intel Core i5,8 GB,512 GB,Windows,ACER Türkiye Garantili,Intel Iris Graphics,14 inç,Tasarım,Harici,Paylaşımlı,1135G7,Belirtilmemiş,11. Nesil,Yok,Bluetooth,Q Türkçe,2 Yıl,
72,Dell,16.299 TL,622 kişi,4.9,11.0,https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16-gb-1-tbssd-windows-11-home-15-6-fhd-120hz-3520ar20-p-791970176,Intel Core i5,16 GB,1 TB,Windows,Dell Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,8,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
73,LENOVO,6.814 TL,25.3B kişi,4.1,159.0,https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-dos-15-6-gri-laptop-82v700a8tx-p-773962718,Intel Celeron,4 GB,128 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
74,ASUS,39.199 TL,1401 kişi,4.4,24.0,https://www.trendyol.com/asus/rog-strix-g16-g614ju-n3194-13-nesil-intel-i7-13650hx-16gb-512gb-ssd-6gb-rtx4050-16-fhd-165hz-p-660436601,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"16,1 inç",Oyun,Harici,6 GB,13650HX,8,13. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
75,MONSTER,23.699 TL,1158 kişi,4.5,11.0,https://www.trendyol.com/monster/huma-h4-v5-1-8-intel-core-i5-1235u-16gb-ram-500gb-ssd-windows-11-14-1-fhd-rose-gold-p-635464089,Intel Core i5,16 GB,500 GB,Windows,Monster Türkiye Garantili,Intel Graphics,"14,1 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
76,CASPER,12.499 TL,2106 kişi,4.6,23.0,https://www.trendyol.com/casper/nirvana-x600-5500-8v00x-g-f-amd-ryzen-5-5500u-8gb-500gb-nvme-ssd-15-6-dos-gri-dizustu-bilgisayar-p-773800573,AMD Ryzen 5,8 GB,500 GB,Free Dos,Casper Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5500U,6,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
77,LENOVO,"10.260,60 TL",343 kişi,5.0,4.0,https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-8gb-256gb-ssd-windows-11-home-15-6-82rk00yatxa9-p-812253763,Intel Core i3,8 GB,256 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
78,HP,41.679 TL,220 kişi,5.0,2.0,https://www.trendyol.com/hp/victus-16-r1028nt-9j229ea-8gb-rtx4060-intel-i7-14700hx-16gb-ram-1tb-ssd-16-1-inc-fhd-144hz-win11-p-825934535,Intel Core i7,16 GB,1 TB,Windows,HP Türkiye Garantili,Nvidia GeForce RTX 4060,"16,1 inç",Oyun,Harici,8 GB,14700HX,20,14. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
79,ASUS,19.799 TL,1307 kişi,4.0,4.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nc-hn050-amd-ryzen-5-7535hs-8-gb-512-gb-ssd-rtx-3050-144-hz-dos-15-6-fhd-p-813481593,AMD Ryzen 5,8 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,7535HS,6,Ryzen 7000 Serisi,Yok,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
80,LENOVO,11.199 TL,1016 kişi,4.4,36.0,https://www.trendyol.com/lenovo/v15-g4-amn-82yu00qktx-amd-ryzen-5-7520u-8gb-512gb-ssd-freedos-15-6-fhd-bilgisayar-p-765908328,AMD Ryzen 5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,7520U,4,7. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
81,ACER,9.530 TL,1706 kişi,4.0,12.0,https://www.trendyol.com/acer/aspire-3-amd-ryzen-3-7320u-8gb-256gb-ssd-dos-15-6-fhd-gumus-dizustu-bilgisayar-nx-kdeey-00c-p-784172189,AMD Ryzen 3,8 GB,256 GB,Free Dos,ACER Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,7320U,4,Ryzen 7000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
82,LENOVO,"15.974,99 TL",21.9B kişi,4.5,157.0,https://www.trendyol.com/lenovo/ideapad-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-82r4006ftra38-p-752653765,AMD Ryzen 7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,5700U,8,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
83,HP,34.645 TL,901 kişi,5.0,12.0,https://www.trendyol.com/hp/victus-16-s0049nt-ryzen-7-7840hs-32gb-1tb-ssd-6gb-rtx-4050-144hz-7ms-16-1-freedos-laptop-892p7ea-p-738427812,AMD Ryzen 7,32 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"16,1 inç",Oyun,Harici,6 GB,7840HS,8,Ryzen 7000 Serisi,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
84,HP,"14.083,47 TL",13.9B kişi,4.5,144.0,https://www.trendyol.com/hp/15-fc0060nt-amd-ryzen-5-7520u-16gb-512gb-dos-15-6-fhd-siyah-laptop-hp-turkiye-garantili-8m1t2ea-p-761481836,AMD Ryzen 5,16 GB,512 GB,Free Dos,HP Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,7520U,4,7. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
85,ASUS,17.299 TL,819 kişi,4.3,7.0,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i5-1235u-16gb-512gb-ssd-15-6inc-w11-p-794346874,Intel Core i5,16 GB,512 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
86,HP,18.999 TL,146 kişi,5.0,1.0,https://www.trendyol.com/hp/hp-250-g10-intel-core-i5-1335u-16gb-1tb-ssd-15-6-windows-11-pro-tasinabilir-bilgisayar-8a538ea-19-p-828070587,Intel Core i5,16 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1335U,10,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
87,LENOVO,"11.839,99 TL",1721 kişi,4.4,31.0,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-16gb-512gb-ssd-w11p-15-6-full-hd-csr22-canta-hediyeli-p-781482518,Intel Core i3,16 GB,512 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1215U,4,12. Nesil,Yok,HDMI - USB,Q Türkçe,2 Yıl,
88,LENOVO,22.999 TL,146 kişi,5.0,4.0,https://www.trendyol.com/lenovo/ideapad-5-slim-case-intel-core-i5-12450h-16-gb-512-gb-ssd-freedos-14-inc-83bf0065tx-isikli-klavye-p-834659943,Intel Core i5,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),3 Yıl,
89,LENOVO,12.427 TL,646 kişi,4.3,10.0,https://www.trendyol.com/lenovo/ideapad-slim-3-15iah8-intel-core-i5-12450h-8gb-256gb-ssd-freedos-15-6-fhd-83er0084tr-p-804764349,Intel Core i5,8 GB,256 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
90,ASUS,10.799 TL,4063 kişi,4.5,50.0,https://www.trendyol.com/asus/x515ea4-bq945wa4-intel-core-i3-1115g4-12gb-256gb-ssd-windows-11-home-15-6-p-745761167,Intel Core i3,12 GB,256 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1115G4,2,11. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
91,ASUS,19.000 TL,291 kişi,4.8,4.0,https://www.trendyol.com/asus/vivobook-15-m1502qa-ej14101-ryzen-5-5600h-16gb-512gb-ssd-15-6-fhd-freedos-p-800184020,AMD Ryzen 5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,5600H,6,Ryzen 5000 Serisi,Yok,HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
92,Apple,49.999 TL,1014 kişi,4.9,22.0,https://www.trendyol.com/apple/macbook-pro-z16r00075-13-3-m2-8cpu-10gpu-16gb-256ssd-uzay-grisi-tasinabilir-bilgisayar-p-703385899,Apple M2,16 GB,256 GB,Mac Os,Resmi Distribütör Garantili,Dahili Ekran Kartı,"13,3 inç",Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,8,2. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmalı),2 Yıl,
93,Huawei,23.499 TL,1746 kişi,4.8,16.0,https://www.trendyol.com/huawei/matebook-d14-2024-intel-core-i5-12450h-16gb-512gb-ssd-14-windows-11-gri-dizustu-bilgisayar-p-808210336,Intel Core i5,16 GB,512 GB,Windows,Huawei Türkiye Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,HDMI - USB,Q Türkçe,2 Yıl,
94,LENOVO,8.799 TL,1703 kişi,4.1,16.0,https://www.trendyol.com/lenovo/ideapad-1-82v700a9tx01-n4020-4gb-256ssd-15-6-hd-w11h-tasinabilir-bilgisayar-cnt002-p-772261829,Intel Celeron,4 GB,256 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmasız),2 Yıl,
95,Apple,36.390 TL,10B kişi,4.6,179.0,https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-gpu-8-gb-256-gb-ssd-yildiz-isigi-p-334546082,Apple M2,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,M2 8 Çekirdekli,"13,6 inç",Ofis - İş,Dahili,8 GB,Belirtilmemiş,8,2. Nesil,Yok,Mini HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
96,LENOVO,15.499 TL,2601 kişi,4.6,49.0,https://www.trendyol.com/lenovo/ideapad-slim-3-12-nesil-core-i5-12450h-8gb-512gb-ssd-15-6inc-w11-p-779234648,Intel Core i5,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,8,12. Nesil,Yok,USB,Q Türkçe,2 Yıl,
97,ASUS,10.689 TL,146 kişi,5.0,2.0,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11-p-779208864,Intel Core i3,8 GB,256 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1215U,10,12. Nesil,Yok,USB,Q Türkçe,2 Yıl,
98,Apple,39.586 TL,510 kişi,4.6,5.0,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-8-core-gpu-8gb-256gb-ssd-starlight-p-814750685,Apple M3,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,M3,"13,6 inç",Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,8,Belirtilmemiş,Yok,USB-C,Q Türkçe,2 Yıl,
99,LENOVO,49.999 TL,,5.0,1.0,https://www.trendyol.com/lenovo/legion-5-pro-82rf00j3tx-i7-12700h-16gb-1tbssd-rtx3060-16-qhd-freedos-tasinabilir-bilgisayar-p-778183544,Intel Core i7,16 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX3060,16 inç,Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
100,MONSTER,32.399 TL,181 kişi,5.0,1.0,https://www.trendyol.com/monster/abra-a7-v15-2-4-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-824630979,Intel Core i7,16 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
101,MONSTER,28.399 TL,365 kişi,5.0,3.0,https://www.trendyol.com/monster/abra-a5-v21-4-2-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-6-gb-rtx-3050-freedos-15-6-fhd-144-hz-p-820115819,Intel Core i7,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
102,LENOVO,7.175 TL,70.5B kişi,4.4,1144.0,https://www.trendyol.com/lenovo/ideapad-1-celeron-n4120-4-gb-128-gb-15-6-win-11-p-382953334,Intel Celeron,,,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,N4120,4,10. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
103,Apple,55.999 TL,896 kişi,4.8,20.0,https://www.trendyol.com/apple/macbook-pro-m2-cip-8c-cpu-10-gpu-16gb-512gb-ssd-13-gumus-dizustu-bilgisayar-z16t000v5-p-672440835,Apple M2,16 GB,512 GB,Mac Os,Apple Türkiye Garantili,M2 10 Çekirdekli,13 inç,Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
104,ASUS,28.499 TL,4068 kişi,4.6,81.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp052-amd-ryzen-7-7735hs-8gb-ddr5-512gb-ssd-6gb-rtx4050-15-6-144hz-dos-p-687053896,AMD Ryzen 7,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7735HS,16,Ryzen 7000 Serisi,Var,Bluetooth,Q Türkçe (Aydınlatmalı),2 Yıl,
105,ACER,"12.548,34 TL",9875 kişi,4.4,290.0,https://www.trendyol.com/acer/aspire3-amd-ryzen-5-7520u-8gb-512gb-ssd-15-6-fhd-windows-11-dizustu-bilgisayar-acer-tr-garantili-p-752965828,AMD Ryzen 5,8 GB,512 GB,Windows,ACER Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,7520U,4,7. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
106,LENOVO,"7.548,80 TL",46.8B kişi,4.2,493.0,https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4120-4gb-128gb-emmc-dos-15-6-cloud-grey-laptop-lenovo-turkiye-garantili-p-652489295,Intel Celeron,4 GB,128 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,N4120,4,10. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
107,ASUS,"35.299,25 TL",352 kişi,5.0,4.0,https://www.trendyol.com/asus/tuf-gaming-a15-r7-7735hs-32gb-1tb-ssd-rtx4050-6gb-15-6-144hz-fhd-w11home-fa507nu-lp052-p-690589819,AMD Ryzen 7,32 GB,1 TB,Windows,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7735HS,8,Ryzen 7000 Serisi,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
108,LENOVO,24.998 TL,256 kişi,4.8,6.0,https://www.trendyol.com/lenovo/thinkbook-14-21kg004ntr-i7-13700h-16gb-512gb-ssd-o-b-intel-uhd-14-dos-gri-notebook-p-793038881,Intel Core i7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,13700H,6,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
109,LENOVO,25.699 TL,2255 kişi,4.1,33.0,https://www.trendyol.com/lenovo/ip-gaming3-amd-ryzen-7-5800h-16gb-512gb-rtx3060-dos-15-6-shadow-black-gaming-laptop-82k20256tx-p-744554350,AMD Ryzen 7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX3060,"15,6 inç",Oyun,Harici,6 GB,5800H,8,5. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
110,Apple,39.999 TL,2079 kişi,4.9,41.0,https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-cpu-10c-gpu-8-gb-512-gb-ssd-uzay-grisi-p-337376582,Apple M2,8 GB,512 GB,Mac Os,Apple Türkiye Garantili,M2 8 Çekirdekli,13 inç,Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,,Q Türkçe,2 Yıl,
111,MSI,50.964 TL,652 kişi,5.0,4.0,https://www.trendyol.com/msi/katana-17-b13vek-1035xtr-i7-13620h-16gb-ddr5-rtx4050-gddr6-6gb-512gb-ssd-17-3-fhd-144hz-freedos-p-810101676,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,13620H,10,13. Nesil,Yok,HDMI - USB,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
112,LENOVO,"19.199,99 TL",191 kişi,4.0,4.0,https://www.trendyol.com/lenovo/i7-1255u-16g-512g-15-6-windows-11-pro-tasinabilir-bilgisayar-82tt0055txw11p-p-742979006,Intel Core i7,16 GB,512 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1255U,10,12. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmasız),2 Yıl,
113,CASPER,15.999 TL,1765 kişi,4.0,42.0,https://www.trendyol.com/casper/nirvana-x600-5700-bf00x-g-f-amd-ryzen-7-5700u-16gb-1tb-nvme-ssd-15-6-dos-gri-dizustu-bilgisayar-p-780124063,AMD Ryzen 7,16 GB,1 TB,Free Dos,Casper Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5700U,8,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
