,Product Name,Product Price,Product Favorite,Product Rating,Product Rating Count,Product URL,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Bağlantılar,Klavye,Garanti Süresi,HDMI
390,ASUS,25.399 TL,1785 kişi,4.9,28.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hf-hn030-intel-i5-11400h-8gb-ddr4-512gb-ssd-4gb-rtx2050-15-6-fhd-144hz-dos-p-666018019,Intel Core i5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,11400H,6,11. Nesil,Var,Bluetooth,Q Türkçe,2 Yıl,
391,MONSTER,29.404 TL,115 kişi,4.3,3.0,https://www.trendyol.com/monster/abra-a5-v20-4-1-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-144-hz-p-760784187,Intel Core i5,16 GB,1 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
392,Dell,"28.085,46 TL",,5.0,1.0,https://www.trendyol.com/dell/vostro-3520-i7-1255u-16gb-512gb-ssd-15-6-ubuntu-n5305pvnb3520u-p-682220667,Intel Core M,8 GB,256 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1000M,Belirtilmemiş,13. Nesil,Yok,USB,Q Türkçe (Aydınlatmalı),2 Yıl,
393,ASUS,12.044 TL,269 kişi,4.6,8.0,https://www.trendyol.com/asus/vivobook-m1603qa-mb511-amd-ryzen-5-5600h-8gb-512gb-freedos-16-wuxga-p-670168938,Intel Core i3,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,Belirtilmemiş,Ev - Okul,Dahili,Paylaşımlı,1000M,Belirtilmemiş,Belirtilmemiş,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
394,ACER,9.933 TL,,5.0,1.0,https://www.trendyol.com/acer/a315-58-36yj-03-i3-1115g4-20gb-256gb-ssd-fhd-graphics-15-6-w11h-p-824157196,Intel Core i3,4 GB,256 GB,Windows,ACER Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1115G4,2,11. Nesil,Yok,HDMI - USB,Q Türkçe,2 Yıl,
395,ASUS,17.499 TL,165 kişi,4.3,4.0,https://www.trendyol.com/asus/expertbook-i5-1235u-16gb-512gb-ssd-w11home-15-6-fhd-ips-b1502cba-bq078022-zettacanta-p-802126909,Intel Core i5,16 GB,512 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
396,ASUS,43.284 TL,364 kişi,5.0,3.0,https://www.trendyol.com/asus/rog-strix-g15-r7-6800h-32gb-1tb-ssd-rtx3050-4gb-15-6-fhd-w11-pro-g513rc-hn193-p-681096354,AMD Ryzen 7,32 GB,1 TB,Windows,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,6800H,8,Ryzen 6000 Serisi,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
397,ASUS,20.050 TL,,5.0,2.0,https://www.trendyol.com/asus/expertbook-b1-14-intel-i5-1335u-16gb-ram-512gb-m-2-ssd-profesyonel-ofis-notebook-p-806488839,Intel Core i5,16 GB,512 GB,Windows,Asus Türkiye Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,1335U,Belirtilmemiş,13. Nesil,Yok,HDMI - USB,Q İngilizce,2 Yıl,
398,LENOVO,20.994 TL,1252 kişi,4.6,9.0,https://www.trendyol.com/lenovo/ip-gaming-3-amd-ryzen-5-6600h-8gb-512gb-ssd-rtx3050-dos-15-6-fhd-siyah-gaming-laptop-82sb00uhtx-p-784173977,AMD Ryzen 5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,6600H,6,Ryzen 6000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
399,Apple,57.400 TL,1727 kişi,4.6,35.0,https://www.trendyol.com/apple/macbook-pro-m2-cip-8-cekirdek-cpu-10-cekirdek-gpu-8gb-512gb-ssd-13-uzay-grisi-dizustu-bilgisayar-p-687836477,Apple M2,8 GB,512 GB,Mac Os,Apple Türkiye Garantili,Dahili Ekran Kartı,13 inç,Tasarım,Dahili,Paylaşımlı,Belirtilmemiş,8,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
400,CASPER,16.999 TL,6171 kişi,4.3,96.0,https://www.trendyol.com/casper/nirvana-f500-1135-8v00x-g-f-intel-core-i5-1135g7-8gb-ram-500gb-nvme-ssd-freedos-p-302299085,Intel Core i5,8 GB,500 GB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1135G7,4,11. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
401,ACER,23.699 TL,219 kişi,4.0,3.0,https://www.trendyol.com/acer/an515-57-nh-qeley-00a-i7-11600h-16gb-512gb-ssd-rtx3050-4gb-15-6-linux-p-788108929,Intel Core i7,16 GB,512 GB,Linux,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,11600H,4,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
402,ASUS,26.899 TL,739 kişi,4.9,10.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hc-hn442-intel-core-i5-11400h-16-gb-512-gb-ssd-rtx-3050-144-hz-freedos-15-6-p-752026509,Intel Core i5,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,11400H,6,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
403,HP,27.499 TL,502 kişi,4.8,11.0,https://www.trendyol.com/hp/victus-16-e1007nt-amd-ryzen-7-6800h-8gb-512gb-rtx3050ti-dos-16-1-fhd-144hz-hp-turkiye-garanti-p-437125864,AMD Ryzen 7,8 GB,512 GB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 3050 Ti,"16,1 inç",Oyun,Harici,4 GB ve altı,6800H,8,Ryzen 6000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
404,ASUS,27.999 TL,,5.0,1.0,https://www.trendyol.com/asus/vivobook-15-13-nesil-core-i7-1355u-8gb-512gb-ssd-15-6inc-w11-p-779232631,Intel Core i7,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1355U,10,13. Nesil,Yok,USB,Q Türkçe,2 Yıl,
405,ACER,18.399 TL,605 kişi,4.9,10.0,https://www.trendyol.com/acer/extensa-15-intel-core-i7-1255u-16-gb-512-gb-ssd-freedos-15-6-fhd-notebook-nx-egyey-006-p-775755767,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1255U,10,12. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
406,ACER,36.999 TL,123 kişi,5.0,1.0,https://www.trendyol.com/acer/nitro-predator-core-i7-12700h-16gb-512ssd-rtx-3060-freedos-17-3-fhd-notebook-nh-qgvey-003-p-757154760,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX3060,"17,3 inç",Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
407,ASUS,28.999 TL,,3.0,2.0,https://www.trendyol.com/asus/tuf-gaming-f15-i5-12500h-16gb-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-w11home-hn205h01-zettacanta-p-828078520,Intel Core i5,16 GB,512 GB,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12500H,12+,12. Nesil,Yok,Wi-Fi,Q Türkçe,2 Yıl,
408,MONSTER,44.799 TL,,5.0,1.0,https://www.trendyol.com/monster/tulpar-t5-v23-3-9-intel-core-i5-12450h-64-gb-ram-1-tb-ssd-8gb-rtx-4060-windows-11-15-6-fhd-144-hz-p-762944644,Intel Core i5,64 GB,1 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
409,ASUS,79.599 TL,169 kişi,1.0,1.0,https://www.trendyol.com/asus/rog-strix-g17-g713pi-ll080-8gb-rtx4070-140w-ryzen-9-7845hx-16gb-ram-1tb-ssd-17-3-inc-wqhd-240hz-p-758128500,AMD Ryzen 9,16 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4070,"17,3 inç",Oyun,Harici,8 GB,7845HX,12+,7. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
410,ASUS,26.999 TL,445 kişi,4.6,14.0,https://www.trendyol.com/asus/tuf-fx506li-hn085-intel-core-i5-10300h-8gb-1tb-ssd-gtx-1650ti-freedos-15-6-fhd-p-130010677,Intel Core i5,8 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce GTX1650 Ti,"15,6 inç",Oyun,Harici,4 GB ve altı,10300H,1,Belirtilmemiş,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
411,ASUS,36.249 TL,317 kişi,4.6,9.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp03032-ryzen-7-7735hs-32gb-512gb-ssd-rtx4050-freedos-15-6-fhd-p-780568351,AMD Ryzen 7,32 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7735HS,8,Ryzen 7000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
412,MSI,166.999 TL,205 kişi,5.0,2.0,https://www.trendyol.com/msi/raider-ge78-hx-14vig-657tr-i9-14900hx-64gb-ddr5-rtx4090-gddr6-16gb-4tb-ssd-17-0-qhd-240hz-w11-p-795835232,Intel Core i9,64 GB,4 TB,Windows,MSI Türkiye Garantili,Nvidia GeForce RTX 4090,17 inç,Oyun,Harici,16 GB,14900HX,24,14. Nesil,Yok,Bluetooth - HDMI,Q Türkçe,2 Yıl,
413,ASUS,"49.034,41 TL",,5.0,1.0,https://www.trendyol.com/asus/rog-strix-g16-intel-i7-13650hx-32-gb-1-tb-ssd-rtx-4050-165-hz-16-freedos-g614ju-n3196-zi704-p-784208398,Intel Core i7,32 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,16 inç,Tasarım,Harici,6 GB,13650HX,14,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
414,LENOVO,16.899 TL,1993 kişi,4.3,49.0,https://www.trendyol.com/lenovo/ideapad-3-amd-ryzen-7-5700u-laptop-512-gb-ssd-freedos-15-6-p-343935047,AMD Ryzen 7,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,5700U,8,Ryzen 5000 Serisi,Yok,,Q Türkçe,2 Yıl,
415,CASPER,20.099 TL,,4.0,4.0,https://www.trendyol.com/casper/nirvana-x600-1235-bf00p-k-f-intel-core-i5-1235u-16gb-ram-1tb-nvme-ssd-gen4-windows-11-kuvars-p-788637704,Intel Core i5,16 GB,1 TB,Windows,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
416,ASUS,33.217 TL,255 kişi,5.0,1.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nua54-lp030a54-amd-ryzen-7-7735hs-16gb-1tb-ssd-rtx4050-freedos-15-6-p-700140896,AMD Ryzen 7,16 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7735HS,8,Ryzen 7000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
417,ASUS,49.999 TL,1421 kişi,4.9,25.0,https://www.trendyol.com/asus/rog-strix-g16-g614jv-n3157-13-nesil-intel-i7-13650hx-16gb-512gb-ssd-8gb-rtx4060-16-fhd-165hz-p-660265163,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4060,16 inç,Oyun,Harici,8 GB,13650HX,8,13. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
418,MSI,26.499 TL,2471 kişi,4.4,33.0,https://www.trendyol.com/msi/thin-gf63-12ve-082xtr-intel-core-i5-12450h-8gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-680143031,Intel Core i5,8 GB,SSD Yok,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,550,16,12. Nesil,Yok,Micro USB,Q Türkçe,2 Yıl,
419,Dell,13.399 TL,708 kişi,5.0,2.0,https://www.trendyol.com/dell/vostro-3520-i5-1135g7-8-gb-256-gb-ssd-15-6-fhd-freedos-n2062pvnb3520u-p-758754023,Intel Core i5,8 GB,256 GB,Free Dos,Dell Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,1,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
420,ASUS,28.250 TL,,5.0,1.0,https://www.trendyol.com/asus/vivobook-15-x1502za2-ej1815a2-intel-core-i7-12700h-16gb-1tb-ssd-windows-10-home-15-6-fhd-p-828051791,Intel Core i7,16 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
421,CASPER,28.799 TL,150 kişi,5.0,1.0,https://www.trendyol.com/casper/excalibur-g770-1265-8vj0x-b-i7-12650h-8gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-311975895,Intel Core i7,8 GB,500 GB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12650H,10,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
422,ASUS,38.399 TL,4222 kişi,4.6,53.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx506lhb-hn323-intel-core-i5-10300h-8gb-512gb-15-6-p-313771149,Intel Core i5,8 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce GTX 1650,"15,6 inç",Oyun,Harici,4 GB ve altı,10300H,8,10. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
423,HP,19.899 TL,272 kişi,3.8,8.0,https://www.trendyol.com/hp/250-g9-6q8m7es03-i5-1235u-16gb-512ssd-mx550-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-356599987,Intel Core i5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce MX550,"15,6 inç",Oyun,Harici,4 GB ve altı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
424,Dell,40.699 TL,459 kişi,4.1,13.0,https://www.trendyol.com/dell/gaming-g16-7630-g167630005u-i7-16gb-ddr5-512gb-rtx4060-8gb-140w-16inc-qhd-ubuntu-gaming-laptop-p-749852874,Intel Core i7,16 GB,512 GB,Linux,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16 inç,Oyun,Harici,8 GB,13650HX,14,13. Nesil,Yok,USB,Q Türkçe (Aydınlatmalı),2 Yıl,
425,CASPER,25.999 TL,1838 kişi,4.6,39.0,https://www.trendyol.com/casper/excalibur-g770-1265-bfj0x-b-i7-12650h-16gb-ram-1tb-nvme-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-311975829,Intel Core i7,16 GB,1 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12650H,10,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
426,HP,89.999 TL,,5.0,1.0,https://www.trendyol.com/hp/omen-17-ck2015nt-intel-core-i9-13900hx-32gb-1tb-ssd-rtx4080-12gb-17-3-240hz-dos-notebook-892r1ea-p-741750254,Intel Core i9,32 GB,1 TB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 4080,"17,3 inç",Oyun,Harici,12 GB,13900HX,24,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
427,MONSTER,44.499 TL,525 kişi,4.8,8.0,https://www.trendyol.com/monster/abra-a7-v14-6-5-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-17-3-fhd-144-hz-p-736981820,Intel Core i7,32 GB,1 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,13700H,14,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
428,MSI,"71.695,20 TL",372 kişi,4.4,8.0,https://www.trendyol.com/msi/katana-17-b13vfk-1018tr-i9-13900h-32gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-w11-p-784564380,Intel Core i9,32 GB,1 TB,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,13900H,14,13. Nesil,Yok,HDMI - USB,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
429,ASUS,38.999 TL,1985 kişi,4.8,47.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn010-intel-i7-12700h-16gb-ddr4-512gb-ssd-rtx3050-15-6-fhd-144hz-dos-p-678474065,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12700H,14,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
430,LENOVO,8.599 TL,23.6B kişi,4.5,416.0,https://www.trendyol.com/lenovo/ideapad-intel-celeron-n4020-4gb-128gb-ssd-freedos-14-p-367015572,Intel Celeron,4 GB,128 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,14 inç,Ev - Okul,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
431,Dell,32.399 TL,,5.0,1.0,https://www.trendyol.com/dell/inspiron-16-7630-i7-13700h-16gb-512gb-ssd-6gb-rtx3050-16-2-5k-windows-11-i76303002wh-p-761876785,Intel Core i7,16 GB,512 GB,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,16 inç,Ev - Okul,Harici,6 GB,13700H,14,13. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
432,ASUS,40.689 TL,300 kişi,4.5,2.0,https://www.trendyol.com/asus/rog-zephyrus-g16-gu603zu-n3020-intel-i7-12700h-16gb-ddr4-512gb-ssd-6gb-rtx4050-16-165hz-dos-p-661736995,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,16 inç,Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
433,HP,29.950 TL,186 kişi,3.7,3.0,https://www.trendyol.com/hp/victus-15-fa1042nt-core-i5-13500h-16gb-512gb-ssd-6gb-rtx-4050-15-6-w11-performans-mavi-7p8m3ea-p-770020797,Intel Core i5,16 GB,512 GB,Windows,HP Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,Paylaşımlı,13500H,8,13. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmalı),2 Yıl,
434,ASUS,7.729 TL,354 kişi,4.5,2.0,https://www.trendyol.com/asus/vivobook-e410ka-n4500-4gb-128-gb-w11-notebook-p-793082127,Intel Celeron,4 GB,128 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,14 inç,Ev - Okul,Dahili,Paylaşımlı,N4500,4,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
435,ASUS,47.899 TL,391 kişi,4.3,9.0,https://www.trendyol.com/asus/rog-strix-g16-g614jv-n3159-intel-core-i7-13650hx-16gb-512gb-ssd-r4060-165-hz-freedos-16-fhd-p-652899843,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4060,16 inç,Oyun,Harici,8 GB,13650HX,14,13. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
436,ASUS,99.899 TL,,5.0,1.0,https://www.trendyol.com/asus/rog-zephyrus-g16-gu605mi-qr175-intel-core-ultra-9-185h-32gb-1tb-ssd-rtx4070-240hz-dos-16-wqxga-p-803414592,Intel Core Ultra 9,32 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4070,16 inç,Oyun,Harici,16 GB,185H,16,Belirtilmemiş,Yok,USB,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
437,Dell,27.538 TL,448 kişi,5.0,2.0,https://www.trendyol.com/dell/inspiron-3520-intel-core-i7-1255u-32gb-gb-1tb-ssd-w11h-15-6-fhd-i35201013u14-zettacanta-p-639495085,Intel Core i7,32 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1255U,10,12. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
438,HP,48.499 TL,149 kişi,1.0,1.0,https://www.trendyol.com/hp/victus-16-r1001nt-i7-14700hx-16-gb-1-tb-ssd-rtx4060-8gb-freedos-16-1-fhd-144-hz-notebook-9j205ea-p-788463911,Intel Core i7,16 GB,1 TB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 4060,"16,1 inç",Oyun,Harici,8 GB,14700HX,16,14. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
439,MONSTER,41.499 TL,627 kişi,4.7,10.0,https://www.trendyol.com/monster/tulpar-t5-v23-3-8-intel-core-i5-12450h-64-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-p-762942725,Intel Core i5,64 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
440,LENOVO,43.999 TL,,5.0,1.0,https://www.trendyol.com/lenovo/13-3-dokunmatik-uyumlu-tp-x13-g2-yoga-20w8001htx-core-i5-1135g7-8gb-ram-256gb-ssd-w10-pro-p-355095160,Intel Core i5,8 GB,256 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"13,3 inç",Ofis - İş,Dahili,Paylaşımlı,1135G7,Belirtilmemiş,11. Nesil,Var,Bluetooth - USB,Q Türkçe,2 Yıl,
441,LENOVO,37.699 TL,,5.0,3.0,https://www.trendyol.com/lenovo/yoga-7-amd-ryzen-7-8840hs-16-gb-1-tb-ssd-freedos-83dk005ptr-p-834662383,AMD Ryzen 7,16 GB,1 TB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,8850H,8,7. Nesil,Var,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),3 Yıl,
442,ASUS,13.689 TL,,5.0,3.0,https://www.trendyol.com/asus/vivobook-15-m1502-7-nesil-ryzen-5-7530u-8gb-512gb-ssd-15-6inc-w11-p-779209758,AMD Ryzen 5,8 GB,512 GB,Windows,Resmi Distribütör Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,7530U,6,7. Nesil,Yok,USB,Q Türkçe,2 Yıl,
443,HP,"17.999,99 TL",388 kişi,4.7,12.0,https://www.trendyol.com/hp/250-g9-6q8m6es-i5-1235u-8gb-512gb-ssd-15-6-full-hd-freedos-notebook-p-353769658,Intel Core i5,8 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce MX550,"15,6 inç",Ofis - İş,Harici,4 GB ve altı,1235U,10,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
444,MSI,74.999 TL,,5.0,1.0,https://www.trendyol.com/msi/katana-17-b13vgk-1242xtr-i9-13900h-32gb-ddr5-1tb-ssd-8gb-rtx4070-17-3-fhd-144hz-dos-p-820082334,,,1 TB,,MSI TÃ¼rkiye Garantili,,"17,3 inÃ§",,,,,,,Yok,,Q TÃ¼rkÃ§e,,
445,Apple,34.429 TL,6809 kişi,4.9,42.0,https://www.trendyol.com/apple/macbook-air-mgnd3tu-a-m1-8gb-256gb-ssd-retina-13-3inc-gold-p-410963851,Apple M1,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,Dahili Ekran Kartı,"13,3 inç",Ev - Okul,Dahili,Paylaşımlı,Belirtilmemiş,8,1. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmalı),2 Yıl,
446,HP,18.199 TL,,5.0,1.0,https://www.trendyol.com/hp/250-g10-8a539ea-i5-1335u-8gb-512ssd-mx550-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-784450544,Intel Core i5,8 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce MX550,"15,6 inç",Oyun,Harici,4 GB ve altı,Belirtilmemiş,10,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
447,ASUS,23.899 TL,617 kişi,5.0,2.0,https://www.trendyol.com/asus/fx506hf-hn028w-tuf-core-i5-11400h-islemci-8gb-ram-512gb-ssd-rtx2050-ekran-karti-15-6-win11-gaming-l-p-675771120,Intel Core i5,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,11400H,6,11. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
