Unnamed: 0,Ürün Markası,Ürün Fiyatı (TL),Ürün Favorisi,Ürün Puanı,Ürün Puan Sayısı,Ürün URL,İşlemci Tipi,Ram (GB),SSD Kapasitesi (GB),İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu (inch),Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası (GB),İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Klavye,Garanti Süresi (Yıl),Ürün Modeli,Aydınlatma Durumu,HDMI,İşlemci Performans Skoru,İşlemci Performans Kategorisi,Ekran Kartı Markası,Ekran Kartı Kategorisi,İşlemci Markası,Fiyat Aralığı,cluster,performance_level,Ürün Rating
374,LENOVO,16574,3260,4.2,50,https://www.trendyol.com/lenovo/ideapad-15itl6-intel-i5-8gb-512gb-ssd-15-6-windows-11-dizustu-bilgisayar-82h8034ktx-p-709657173,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,11400,4,11. Nesil,0,Q Türkçe,2,Ideapad,0,1,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.607405072878757
375,ASUS,67499,0,4.5,2,https://www.trendyol.com/asus/rog-zephyrus-g14-ga403-ga403uv-qs133-8gb-rtx4060-ryzen-9-8945hs-16gb-ram-1tb-ssd-14-oled-120hz-p-813439078,AMD Ryzen 9,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,14.0,Oyun,1,8,8945HS,8,Ryzen 8000 Serisi,0,Q Türkçe,2,Rog,0,1,6.800000000000001,3,Nvidia,4,AMD,"(60000, 80000]",1,Yüksek Performans,8.883722358722359
376,MONSTER,38399,1637,4.6,40,https://www.trendyol.com/monster/abra-a7-v14-6-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-736035504,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,13700H,14,13. Nesil,0,Q Türkçe,2,Abra,1,1,8.0,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.393076619681882
377,MONSTER,38850,168,3.0,2,https://www.trendyol.com/monster/tulpar-t5-v23-3-5-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-8gb-rtx-4060-windows-11-15-6-fhd-144-hz-p-762944027,Intel Core i5,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12450H,8,12. Nesil,0,Q Türkçe,2,Tulpar,1,1,6.4,3,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,5.5123596017069705
378,LENOVO,27999,155,4.0,3,https://www.trendyol.com/lenovo/ideapad-gaming-3-amd-ryzen-7-6800h-32gb-1tb-ssd-rtx-3050ti-freedos-15-6-fhd-82sb00nwtx32-p-799998254,AMD Ryzen 7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050 Ti,15.6,Oyun,1,4,6800H,8,Ryzen 6000 Serisi,0,Q Türkçe,2,Ideapad,1,1,6.0,3,Nvidia,3,AMD,"(20000, 40000]",3,Orta Performans,7.770470331233489
379,Apple,46999,244,4.0,1,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-8-core-gpu-8gb-256gb-ssd-silver-p-814750669,Apple M3,8,256,Mac Os,Resmi Distribütör Garantili,M3 8-Çekirdekli GPU,13.6,Ofis - İş,0,0,M3,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.4,4,Apple,5,Apple,"(40000, 60000]",1,Yüksek Performans,7.7680333856754915
380,MONSTER,46799,0,3.7,3,https://www.trendyol.com/monster/tulpar-t7-v20-8-9-intel-core-i7-12700h-64-gb-ram-1-tb-ssd-8-gb-rtx-4060-windows-11-17-3-fhd-144-hz-p-820156703,Intel Core i7,64,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Tulpar,1,1,7.600000000000001,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,7.085429975429976
381,ASUS,18750,333,5.0,1,https://www.trendyol.com/asus/x409fa-bv660-core-i7-8565-8gb-256gb-ssd-14-free-dos-p-132281248,Intel Core i7,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,8565U,4,8. Nesil,0,Q Türkçe,2,X409,0,0,4.0,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.029963902384955
382,ACER,15749,0,5.0,3,https://www.trendyol.com/acer/extensa-15-intel-core-i5-1235u-24-gb-1tb-ssd-w11-pro-15-6-fhd-nx-egyey-00-mh42-p-808912632,Intel Core i5,24,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Extensa,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.014742014742016
383,LENOVO,15399,672,4.5,16,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-core-i5-12450h-8gb-512gb-ssd-freedos-15-6-ips-83er000utr-p-772649553,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,1,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.989973541963018
384,MONSTER,19999,2182,4.5,33,https://www.trendyol.com/monster/huma-h4-v5-1-intel-core-i5-1235u-16gb-ram-500gb-ssd-freedos-14-1-fhd-p-456347014,Intel Core i5,16,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.1,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Huma,1,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.166883438325543
385,ASUS,35999,2040,4.7,37,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hc-i5-11400h-16gb-1tb-ssd-rtx3050-4gb-144hz-w11p-15-6-fhd-hn373-p-661919918,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,11400H,6,11. Nesil,0,Q Türkçe,2,Tuf,0,0,5.6000000000000005,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.640176076555024
386,Dell,16399,132,4.7,3,https://www.trendyol.com/dell/vostro-3520-i5-1135g7-32-gb-1-tbssd-15-6-fhd-freedos-n2062pvnb3520u-bt14-p-743293629,Intel Core i5,32,1024,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,Vostro,0,0,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.348015459533356
387,ASUS,25399,1785,4.9,28,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hf-hn030-intel-i5-11400h-8gb-ddr4-512gb-ssd-4gb-rtx2050-15-6-fhd-144hz-dos-p-666018019,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Oyun,1,4,11400H,6,11. Nesil,1,Q Türkçe,2,Tuf,0,0,5.6000000000000005,3,Nvidia,2,Intel,"(20000, 40000]",3,Orta Performans,10.042492186085607
388,MONSTER,29404,115,4.3,3,https://www.trendyol.com/monster/abra-a5-v20-4-1-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-144-hz-p-760784187,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Abra,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.444715661081451
389,Dell,28085,0,5.0,1,https://www.trendyol.com/dell/vostro-3520-i7-1255u-16gb-512gb-ssd-15-6-ubuntu-n5305pvnb3520u-p-682220667,Intel Core i7,16,512,Ubuntu,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1255U,6,13. Nesil,0,Q Türkçe,2,Vostro,1,0,6.4,3,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,10.004914004914005
390,ASUS,12044,269,4.6,8,https://www.trendyol.com/asus/vivobook-m1603qa-mb511-amd-ryzen-5-5600h-8gb-512gb-freedos-16-wuxga-p-670168938,AMD Ryzen 5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,16.0,Ev - Okul,0,0,5600H,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Vivobook,0,1,5.2,3,Intel,1,AMD,"(0, 20000]",0,Düşük Performans,9.154251573774731
391,ACER,9933,0,5.0,1,https://www.trendyol.com/acer/a315-58-36yj-03-i3-1115g4-20gb-256gb-ssd-fhd-graphics-15-6-w11h-p-824157196,Intel Core i3,4,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1115G4,2,11. Nesil,0,Q Türkçe,2,Aspire,0,1,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.004914004914005
392,ASUS,17499,165,4.3,4,https://www.trendyol.com/asus/expertbook-i5-1235u-16gb-512gb-ssd-w11home-15-6-fhd-ips-b1502cba-bq078022-zettacanta-p-802126909,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Expertbook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.452032808834126
393,ASUS,43284,364,5.0,3,https://www.trendyol.com/asus/rog-strix-g15-r7-6800h-32gb-1tb-ssd-rtx3050-4gb-15-6-fhd-w11-pro-g513rc-hn193-p-681096354,AMD Ryzen 7,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,6800H,8,Ryzen 6000 Serisi,0,Q Türkçe,2,Rog,0,0,6.0,3,Nvidia,3,AMD,"(40000, 60000]",3,Orta Performans,10.04215078236131
394,ASUS,20050,0,5.0,2,https://www.trendyol.com/asus/expertbook-b1-14-intel-i5-1335u-16gb-ram-512gb-m-2-ssd-profesyonel-ofis-notebook-p-806488839,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,1335U,6,13. Nesil,0,Q İngilizce,2,Expertbook,0,1,6.4,3,Intel,1,Intel,"(20000, 40000]",0,Düşük Performans,10.00982800982801
395,LENOVO,20994,1252,4.6,9,https://www.trendyol.com/lenovo/ip-gaming-3-amd-ryzen-5-6600h-8gb-512gb-ssd-rtx3050-dos-15-6-fhd-siyah-gaming-laptop-82sb00uhtx-p-784173977,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,5600H,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,1,1,5.2,3,Nvidia,3,AMD,"(20000, 40000]",0,Düşük Performans,9.226287712401396
396,Apple,57400,1727,4.6,35,https://www.trendyol.com/apple/macbook-pro-m2-cip-8-cekirdek-cpu-10-cekirdek-gpu-8gb-512gb-ssd-13-uzay-grisi-dizustu-bilgisayar-p-687836477,Apple M2,8,512,Mac Os,Resmi Distribütör Garantili,M2 10-Çekirdekli GPU,13.0,Tasarım,0,0,M2,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.0,4,Apple,5,Apple,"(40000, 60000]",1,Yüksek Performans,9.376706504590715
397,CASPER,16999,6171,4.3,96,https://www.trendyol.com/casper/nirvana-f500-1135-8v00x-g-f-intel-core-i5-1135g7-8gb-ram-500gb-nvme-ssd-freedos-p-302299085,Intel Core i5,8,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,Nirvana,0,1,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.23179288549999
398,ACER,23699,219,4.0,3,https://www.trendyol.com/acer/an515-57-nh-qeley-00a-i7-11600h-16gb-512gb-ssd-rtx3050-4gb-15-6-linux-p-788108929,Intel Core i7,16,512,Linux,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,11600H,4,11. Nesil,0,Q Türkçe,2,Nitro,1,1,5.2,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,7.7742051523156785
399,ASUS,26899,739,4.9,10,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hc-hn442-intel-core-i5-11400h-16-gb-512-gb-ssd-rtx-3050-144-hz-freedos-15-6-p-752026509,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,11400H,6,11. Nesil,0,Q Türkçe,2,Tuf,1,1,5.6000000000000005,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.877615017734755
400,HP,27499,502,4.8,11,https://www.trendyol.com/hp/victus-16-e1007nt-amd-ryzen-7-6800h-8gb-512gb-rtx3050ti-dos-16-1-fhd-144hz-hp-turkiye-garanti-p-437125864,AMD Ryzen 7,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050 Ti,16.1,Oyun,1,4,6800H,8,Ryzen 6000 Serisi,0,Q Türkçe,2,Victus,1,1,6.0,3,Nvidia,3,AMD,"(20000, 40000]",3,Orta Performans,9.63786232879496
401,ASUS,27999,0,5.0,1,https://www.trendyol.com/asus/vivobook-15-13-nesil-core-i7-1355u-8gb-512gb-ssd-15-6inc-w11-p-779232631,Intel Core i7,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1355U,10,13. Nesil,0,Q Türkçe,2,Vivobook,0,0,7.2,4,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,10.004914004914005
402,ACER,18399,605,4.9,10,https://www.trendyol.com/acer/extensa-15-intel-core-i7-1255u-16-gb-512-gb-ssd-freedos-15-6-fhd-notebook-nx-egyey-006-p-775755767,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1255U,6,12. Nesil,0,Q Türkçe,2,Extensa,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.867718125935232
403,ACER,36999,123,5.0,1,https://www.trendyol.com/acer/nitro-predator-core-i7-12700h-16gb-512ssd-rtx-3060-freedos-17-3-fhd-notebook-nh-qgvey-003-p-757154760,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX3060,17.3,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Nitro,1,1,7.600000000000001,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,10.014166669745617
404,ASUS,28999,0,3.0,2,https://www.trendyol.com/asus/tuf-gaming-f15-i5-12500h-16gb-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-w11home-hn205h01-zettacanta-p-828078520,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12500H,12,12. Nesil,0,Q Türkçe,2,Tuf,0,0,7.200000000000001,4,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,5.505405405405406
405,MONSTER,44799,0,5.0,1,https://www.trendyol.com/monster/tulpar-t5-v23-3-9-intel-core-i5-12450h-64-gb-ram-1-tb-ssd-8gb-rtx-4060-windows-11-15-6-fhd-144-hz-p-762944644,Intel Core i5,64,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12450H,8,12. Nesil,0,Q Türkçe,2,Tulpar,1,1,6.4,3,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,10.004914004914005
406,ASUS,79599,169,1.0,1,https://www.trendyol.com/asus/rog-strix-g17-g713pi-ll080-8gb-rtx4070-140w-ryzen-9-7845hx-16gb-ram-1tb-ssd-17-3-inc-wqhd-240hz-p-758128500,AMD Ryzen 9,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,17.3,Oyun,1,8,7845HX,12,Ryzen 7000 Serisi,0,Q Türkçe,2,Rog,0,1,7.200000000000001,4,Nvidia,5,AMD,"(60000, 80000]",1,Yüksek Performans,1.0017627015942807
407,ASUS,26999,445,4.6,14,https://www.trendyol.com/asus/tuf-fx506li-hn085-intel-core-i5-10300h-8gb-1tb-ssd-gtx-1650ti-freedos-15-6-fhd-p-130010677,Intel Core i5,8,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce GTX 1650 Ti,15.6,Oyun,1,4,10300H,4,10. Nesil,0,Q Türkçe,2,Tuf,0,0,4.2,2,Nvidia,2,Intel,"(20000, 40000]",3,Orta Performans,9.19326125695073
408,ASUS,36249,317,4.6,9,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp03032-ryzen-7-7735hs-32gb-512gb-ssd-rtx4050-freedos-15-6-fhd-p-780568351,AMD Ryzen 7,32,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7735HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,1,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,9.16203109789215
409,MSI,166999,205,5.0,2,https://www.trendyol.com/msi/raider-ge78-hx-14vig-657tr-i9-14900hx-64gb-ddr5-rtx4090-gddr6-16gb-4tb-ssd-17-0-qhd-240hz-w11-p-795835232,Intel Core i9,64,4096,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4090,17.0,Oyun,1,16,14900HX,24,14. Nesil,0,Q Türkçe,2,Raider,0,1,10.400000000000002,5,Nvidia,5,Intel,"(160000, 180000]",2,Çok Yüksek Performans,10.025256692098798
410,ASUS,49034,0,5.0,1,https://www.trendyol.com/asus/rog-strix-g16-intel-i7-13650hx-32-gb-1-tb-ssd-rtx-4050-165-hz-16-freedos-g614ju-n3196-zi704-p-784208398,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,16.0,Tasarım,1,6,13650HX,14,13. Nesil,0,Q Türkçe,2,Rog,1,1,8.0,4,Nvidia,5,Intel,"(40000, 60000]",1,Yüksek Performans,10.004914004914005
411,LENOVO,16899,1993,4.3,49,https://www.trendyol.com/lenovo/ideapad-3-amd-ryzen-7-5700u-laptop-512-gb-ssd-freedos-15-6-p-343935047,AMD Ryzen 7,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,5700U,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,0,0,5.6,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,8.757150601688497
412,CASPER,20099,0,4.0,4,https://www.trendyol.com/casper/nirvana-x600-1235-bf00p-k-f-intel-core-i5-1235u-16gb-ram-1tb-nvme-ssd-gen4-windows-11-kuvars-p-788637704,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Nirvana,0,1,6.000000000000001,3,Intel,1,Intel,"(20000, 40000]",0,Düşük Performans,7.765233415233416
413,ASUS,33217,255,5.0,1,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nua54-lp030a54-amd-ryzen-7-7735hs-16gb-1tb-ssd-rtx4050-freedos-15-6-p-700140896,AMD Ryzen 7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7735HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,1,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,10.0240963588332
414,ASUS,49999,1421,4.9,25,https://www.trendyol.com/asus/rog-strix-g16-g614jv-n3157-13-nesil-intel-i7-13650hx-16gb-512gb-ssd-8gb-rtx4060-16-fhd-165hz-p-660265163,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.0,Oyun,1,8,13650HX,14,13. Nesil,0,Q Türkçe,2,Rog,0,1,8.0,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,10.000807177033492
415,MSI,26499,2471,4.4,33,https://www.trendyol.com/msi/thin-gf63-12ve-082xtr-intel-core-i5-12450h-8gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-680143031,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Thin,0,0,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.95358423897582
416,Dell,13399,708,5.0,2,https://www.trendyol.com/dell/vostro-3520-i5-1135g7-8-gb-256-gb-ssd-15-6-fhd-freedos-n2062pvnb3520u-p-758754023,Intel Core i5,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,Vostro,0,1,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.063113410060778
417,ASUS,28250,0,5.0,1,https://www.trendyol.com/asus/vivobook-15-x1502za2-ej1815a2-intel-core-i7-12700h-16gb-1tb-ssd-windows-10-home-15-6-fhd-p-828051791,Intel Core i7,16,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12700H,14,12. Nesil,0,Q Türkçe,2,Vivobook,1,1,7.600000000000001,4,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,10.004914004914005
418,CASPER,28799,150,5.0,1,https://www.trendyol.com/casper/excalibur-g770-1265-8vj0x-b-i7-12650h-8gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-311975895,Intel Core i7,8,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12650H,10,12. Nesil,0,Q Türkçe,2,Excalibur,0,1,6.800000000000001,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,10.016197742513532
419,ASUS,38399,4222,4.6,53,https://www.trendyol.com/asus/tuf-gaming-f15-fx506lhb-hn323-intel-core-i5-10300h-8gb-512gb-15-6-p-313771149,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce GTX 1650,15.6,Oyun,1,4,10300H,8,10. Nesil,0,Q Türkçe,2,Tuf,0,1,5.6,3,Nvidia,2,Intel,"(20000, 40000]",3,Orta Performans,9.633399632742789
420,HP,19899,272,3.8,8,https://www.trendyol.com/hp/250-g9-6q8m7es03-i5-1235u-16gb-512ssd-mx550-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-356599987,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce MX550,15.6,Oyun,1,2,1235U,6,12. Nesil,0,Q Türkçe,2,250,1,1,6.000000000000001,3,Nvidia,2,Intel,"(0, 20000]",0,Düşük Performans,7.343685802220539
421,Dell,40699,459,4.1,13,https://www.trendyol.com/dell/gaming-g16-7630-g167630005u-i7-16gb-ddr5-512gb-rtx4060-8gb-140w-16inc-qhd-ubuntu-gaming-laptop-p-749852874,Intel Core i7,16,512,Ubuntu,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.0,Oyun,1,8,13650HX,14,13. Nesil,0,Q Türkçe,2,Gaming,1,0,8.0,4,Nvidia,4,Intel,"(40000, 60000]",3,Orta Performans,8.053644511278195
422,CASPER,25999,1838,4.6,39,https://www.trendyol.com/casper/excalibur-g770-1265-bfj0x-b-i7-12650h-16gb-ram-1tb-nvme-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-311975829,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12650H,10,12. Nesil,0,Q Türkçe,2,Excalibur,0,1,6.800000000000001,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.40256603129445
423,HP,89999,0,5.0,1,https://www.trendyol.com/hp/omen-17-ck2015nt-intel-core-i9-13900hx-32gb-1tb-ssd-rtx4080-12gb-17-3-240hz-dos-notebook-892r1ea-p-741750254,Intel Core i9,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4080,17.3,Oyun,1,12,13900HX,24,13. Nesil,0,Q Türkçe,2,Omen,1,1,10.0,5,Nvidia,5,Intel,"(80000, 100000]",2,Çok Yüksek Performans,10.004914004914005
424,MONSTER,44499,525,4.8,8,https://www.trendyol.com/monster/abra-a7-v14-6-5-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-17-3-fhd-144-hz-p-736981820,Intel Core i7,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,13700H,14,13. Nesil,0,Q Türkçe,2,Abra,1,1,8.0,4,Nvidia,5,Intel,"(40000, 60000]",1,Yüksek Performans,9.62538856200698
425,MSI,71695,372,4.4,8,https://www.trendyol.com/msi/katana-17-b13vfk-1018tr-i9-13900h-32gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-w11-p-784564380,Intel Core i9,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,13900H,14,13. Nesil,0,Q Türkçe,2,Katana,1,1,8.0,4,Nvidia,4,Intel,"(60000, 80000]",1,Yüksek Performans,8.708294010456116
426,ASUS,38999,1985,4.8,47,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn010-intel-i7-12700h-16gb-ddr4-512gb-ssd-rtx3050-15-6-fhd-144hz-dos-p-678474065,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Tuf,0,1,7.600000000000001,4,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.916388958267905
427,LENOVO,8599,23600,4.5,416,https://www.trendyol.com/lenovo/ideapad-intel-celeron-n4020-4gb-128gb-ssd-freedos-14-p-367015572,Intel Celeron,4,128,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.0,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,0,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,12.585989820989822
428,Dell,32399,0,5.0,1,https://www.trendyol.com/dell/inspiron-16-7630-i7-13700h-16gb-512gb-ssd-6gb-rtx3050-16-2-5k-windows-11-i76303002wh-p-761876785,Intel Core i7,16,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,16.0,Ev - Okul,1,4,13700H,14,13. Nesil,0,Q Türkçe,2,Inspiron,1,1,8.0,4,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,10.004914004914005
429,ASUS,40689,300,4.5,2,https://www.trendyol.com/asus/rog-zephyrus-g16-gu603zu-n3020-intel-i7-12700h-16gb-ddr4-512gb-ssd-6gb-rtx4050-16-165hz-dos-p-661736995,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,16.0,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Rog,1,1,7.600000000000001,4,Nvidia,5,Intel,"(40000, 60000]",3,Orta Performans,8.9037608302082
